"InteractionID","InteractionURL","Species1UUID","Species1Name","Species1LifeCycleStage","Species1OrganismPart","Species1Status","InteractionType","InteractionOntologyURL","Species2UUID","Species2Name","Species2LifeCycleStage","Species2OrganismPart","Species2Status","LocationUUID","LocationName","LocationCountryName","ISO2","Importance","InteractionRecordType","Reference","ReferenceDOI","Reference Page","Notes"
"4440d374-36d9-4d10-8124-9d63dc870f83","http://phasmida.myspecies.info/node/173","8c24cc62-02dd-4efb-9c54-366e243d6258","Malandella queenslandica","","","Native","eats","http://purl.obolibrary.org/obo/RO_0002470","0b3eac32-989d-42d5-94f9-f5baac9443ca","Litsea leefeana","","","Native","","","","","","Interaction recorded in the wild","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"181a879b-0088-4b3f-b643-e485a665c522","http://phasmida.myspecies.info/node/172","8c24cc62-02dd-4efb-9c54-366e243d6258","Malandella queenslandica","","","Native","found on","","37c2b946-0b0f-4bbf-a067-ca24096e224c","Pittosporum tobira","","","Native","","","","","","Interaction recorded in the wild","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"deedf378-c8ac-4c6e-80e9-c733c6b28a6c","http://phasmida.myspecies.info/node/171","3c0c0860-1253-4737-a85f-c2e227842996","Hermarchus insignis","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","0a3f659b-fd68-43d7-8155-6bd4fa136f42","Rubus fruticosus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"182e8bbb-17e9-4372-8457-817d128fd81a","http://phasmida.myspecies.info/node/170","3c0c0860-1253-4737-a85f-c2e227842996","Hermarchus insignis","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","8f54ee61-89cc-4074-adfe-6d6029278ee0","Eucalyptus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"75a51413-4953-4f4c-bd23-67d96b00316b","http://phasmida.myspecies.info/node/169","90f911ec-dcaf-4e69-aabf-a8f509c02faf","Eurycnema osiris","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","16318f7e-7eef-438b-9d5d-eb28bb8c08c7","Psidium guajava","","","","","","","","","Interaction recorded in captivity","P. D.  Brock and L.  Lowe, “A Study of Stick-Insects (Phasmida) from Kakadu National Park, Northern Territory, Australia”, Journal of Orthoptera Research, no. 7, p. 71, 1998.","10.2307/3503496","",""
"8c31e009-024f-40e3-8de4-2239d6441009","http://phasmida.myspecies.info/node/168","90f911ec-dcaf-4e69-aabf-a8f509c02faf","Eurycnema osiris","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","e9c536d5-e111-4976-b6fd-b7116b91c138","Quercus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock and L.  Lowe, “A Study of Stick-Insects (Phasmida) from Kakadu National Park, Northern Territory, Australia”, Journal of Orthoptera Research, no. 7, p. 71, 1998.","10.2307/3503496","",""
"8b379676-d4b4-4765-860b-1c51ce1f8d8a","http://phasmida.myspecies.info/node/167","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","0a3f659b-fd68-43d7-8155-6bd4fa136f42","Rubus fruticosus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock and L.  Lowe, “A Study of Stick-Insects (Phasmida) from Kakadu National Park, Northern Territory, Australia”, Journal of Orthoptera Research, no. 7, p. 71, 1998.","10.2307/3503496","",""
"e5e69c57-0a99-425a-9e88-b2c69308fd1c","http://phasmida.myspecies.info/node/166","90f911ec-dcaf-4e69-aabf-a8f509c02faf","Eurycnema osiris","","","Native","eats","http://purl.obolibrary.org/obo/RO_0002470","8f54ee61-89cc-4074-adfe-6d6029278ee0","Eucalyptus","","","","","","","","","Interaction recorded in the wild","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"dc384d37-c1a6-4402-8525-60a61bd1a918","http://phasmida.myspecies.info/node/165","90f911ec-dcaf-4e69-aabf-a8f509c02faf","Eurycnema osiris","","","Native","eats","http://purl.obolibrary.org/obo/RO_0002470","44d697f2-89b2-45bf-90f2-45ae57968f66","Acacia","","","","","","","","","Interaction recorded in the wild","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"eaf6c736-aed9-4e73-9701-1ed2e09c82a8","http://phasmida.myspecies.info/node/164","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","2db9eb83-d0e6-418d-b336-226ebb1eb3eb","Hypericum perforatum","","","","","","","","","Interaction recorded in captivity","B.  Biron, “Eurycnema goliath - P.S.G.no14.”, 2006.","","",""
"e10be6f7-9bed-40aa-a8ab-bef37a10bce7","http://phasmida.myspecies.info/node/162","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","16318f7e-7eef-438b-9d5d-eb28bb8c08c7","Psidium guajava","","","","","","","","","Interaction recorded in captivity","P. D.  Brock, Rearing and Studying Stick and Leaf-Insects. Feltham: The Amateur Entomologists’ Society, 1992.","","",""
"872375d1-3fcf-4076-994f-3fd321b6d419","http://phasmida.myspecies.info/node/161","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","e9c536d5-e111-4976-b6fd-b7116b91c138","Quercus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock, Rearing and Studying Stick and Leaf-Insects. Feltham: The Amateur Entomologists’ Society, 1992.","","",""
"09e7a462-9d70-487c-b7f4-bdd2fed5c453","http://phasmida.myspecies.info/node/160","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","0a3f659b-fd68-43d7-8155-6bd4fa136f42","Rubus fruticosus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock, Rearing and Studying Stick and Leaf-Insects. Feltham: The Amateur Entomologists’ Society, 1992.","","",""
"38aba06c-b197-4b5d-af3a-9f0052f73dd6","http://phasmida.myspecies.info/node/159","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Native","eats","http://purl.obolibrary.org/obo/RO_0002470","44d697f2-89b2-45bf-90f2-45ae57968f66","Acacia","","","","","","","","","Interaction recorded in the wild","P. D.  Brock, The amazing world of stick and leaf-insects. . Feltham: The Amateur Entomologists’ Society, 1999.","","",""
"36305ea5-d5f7-4299-a307-6c05d0196367","http://phasmida.myspecies.info/node/158","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Native","found on","","8f54ee61-89cc-4074-adfe-6d6029278ee0","Eucalyptus","","","","","","","","","Interaction recorded in the wild","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"3adcc428-8c53-4d36-b200-092a578d1a41","http://phasmida.myspecies.info/node/157","4e090dd2-05ad-4341-ab15-8304362522c9","Eurycnema goliath","","","Native","found on","","44d697f2-89b2-45bf-90f2-45ae57968f66","Acacia","","","Native","","","","","","Interaction recorded in the wild","P. D.  Brock and J. W.  Hasenpusch, The complete field guide to stick and leaf insects of Australia. CSIRO Publishing, Australia, 2009.","","",""
"a99adb72-3e8c-4b3a-9889-7f37d78ca378","http://phasmida.myspecies.info/node/156","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","b6024c7d-ce63-4897-83c1-3968bbf2c53d","Fagus","","","","","","","","","Interaction recorded in captivity","P. D.  Brock, Rearing and Studying Stick and Leaf-Insects. Feltham: The Amateur Entomologists’ Society, 1992.","","",""
"2343f4b8-08ef-4a2d-be39-bcf13deb0b9b","http://phasmida.myspecies.info/node/155","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","cf82d6ee-5bd2-4305-9d20-23492ad4f5c8","Rhododendron","","","","","","","","","Interaction recorded in captivity","P. D.  Brock, Rearing and Studying Stick and Leaf-Insects. Feltham: The Amateur Entomologists’ Society, 1992.","","",""
"46ca7fc7-2fc5-43ef-a7d0-f049731d4afc","http://phasmida.myspecies.info/node/154","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","b3ee8e01-64c7-461b-81df-8350c711f4ab","Crataegus","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!!”, Phasma, vol. 1, no. 4, pp. 8-11, 1991.","","",""
"54e843f8-f4bd-40e7-8a85-6789226d5b21","http://phasmida.myspecies.info/node/153","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","bccad47d-f31d-4d6d-8d7e-943f2516507b","Sorbus","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!!”, Phasma, vol. 1, no. 4, pp. 8-11, 1991.","","",""
"ee3e1e0d-60f4-4da5-989b-48bc849700c4","http://phasmida.myspecies.info/node/152","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","38a68519-9685-4500-b1d1-577a1c102d16","Malus","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!!”, Phasma, vol. 1, no. 4, pp. 8-11, 1991.","","",""
"fc0e9fb7-d845-4ff1-a298-56e0d9b7d234","http://phasmida.myspecies.info/node/151","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","b7f2f7d8-1454-460b-8068-e983f2ca900b","Rosa","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!!”, Phasma, vol. 1, no. 4, pp. 8-11, 1991.","","",""
"fa08ab59-5a9f-43da-a923-19bf06fed89e","http://phasmida.myspecies.info/node/150","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","632c1d70-ad89-464b-840a-4cc420b61a8e","Filipendula","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!!”, Phasma, vol. 1, no. 4, pp. 8-11, 1991.","","",""
"1654a4db-474a-42cf-ac9f-68b823b66321","http://phasmida.myspecies.info/node/149","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","8a512cde-6b38-441f-8ba3-77381cae8a78","Rubus","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!!”, Phasma, vol. 1, no. 4, pp. 8-11, 1991.","","",""
"b354206d-480e-41a3-8100-33f91c9a117f","http://phasmida.myspecies.info/node/147","03cf44bd-e768-4079-8c50-e47e467204e8","Eurycantha calcarata","","","Captivity","eats","http://purl.obolibrary.org/obo/RO_0002470","2bfdaa19-1597-4226-bef9-aa6ff3345f9e","Geum","","","","","","","","","Interaction recorded in captivity","G.  Baarda, “Voer!!! Phasma”, Phasma, vol. 4, no. 13, pp. 1-3, 1994.","","",""
