# CSV representation of the Dew Decimal System,,
# Using a list sourced from http://www.tnrdlib.bc.ca/dewey.html,,
#,,
English & Old English literatures,Broader Terms,Literature & rhetoric
Literatures of Germanic languages,Used for,830
Literatures of Germanic languages,Broader Terms,Literature & rhetoric
Literatures of Romance languages,Used for,840
Literatures of Romance languages,Broader Terms,Literature & rhetoric
"Italian, Romanian, Rhaeto-Romanic",Used for,850
"Italian, Romanian, Rhaeto-Romanic",Broader Terms,Literature & rhetoric
Spanish & Portuguese literatures,Used for,860
Spanish & Portuguese literatures,Broader Terms,Literature & rhetoric
Italic literatures Latin,Used for,870
Italic literatures Latin,Broader Terms,Literature & rhetoric
Hellenic literatures Classical Greek,Used for,880
Hellenic literatures Classical Greek,Broader Terms,Literature & rhetoric
Literatures of other languages,Used for,890
Literatures of other languages,Broader Terms,Literature & rhetoric
Geography & history,Used for,900
Geography & travel,Used for,910
Geography & travel,Broader Terms,Geography & history
"Biography, genealogy, insignia",Used for,920
"Biography, genealogy, insignia",Broader Terms,Geography & history
History of ancient world,Used for,930
History of ancient world,Broader Terms,Geography & history
General history of Europe,Used for,940
General history of Europe,Broader Terms,Geography & history
General history of Asia Far East,Used for,950
General history of Asia Far East,Broader Terms,Geography & history
General history of Africa,Used for,960
General history of Africa,Broader Terms,Geography & history
General history of North America,Used for,970
General history of North America,Broader Terms,Geography & history
General history of South America,Used for,980
General history of South America,Broader Terms,Geography & history
General history of other areas,Used for,990
General history of other areas,Broader Terms,Geography & history
